Track,Bytes,UnitPrice,Genre,Album,Artist,TrackId,Name,AlbumId,MediaTypeId,GenreId,Milliseconds
,9624358.2,0.99,,,,1.0,For Those About To Rock (We Salute You),1.0,1.0,1.0,343719.0
,5510424.0,0.99,,,,2.0,Balls to the Wall,2.0,2.0,1.0,342562.0
,3990994.0,0.99,,,,3.0,Fast As a Shark,3.0,2.0,1.0,230619.0
,4331779.0,0.99,,,,4.0,Restless and Wild,3.0,2.0,1.0,252051.0
,6290521.0,0.99,,,,5.0,Princess of the Dawn,3.0,2.0,1.0,375418.0
,6713451.0,0.99,,,,6.0,Put The Finger On You,1.0,1.0,1.0,205662.0
,7636561.0,0.99,,,,7.0,Let's Get It Up,1.0,1.0,1.0,233926.0
,6852860.0,0.99,,,,8.0,Inject The Venom,1.0,1.0,1.0,210834.0
,6599424.0,0.99,,,,9.0,Snowballed,1.0,1.0,1.0,203102.0
,8611245.0,0.99,,,,10.0,Evil Walks,1.0,1.0,1.0,263497.0
,6566314.0,0.99,,,,11.0,C.O.D.,1.0,1.0,1.0,199836.0
,8596840.0,0.99,,,,12.0,Breaking The Rules,1.0,1.0,1.0,263288.0
,6706347.0,0.99,,,,13.0,Night Of The Long Knives,1.0,1.0,1.0,205688.0
,8817038.0,0.99,,,,14.0,Spellbound,1.0,1.0,1.0,270863.0
,10847611.0,0.99,,,,15.0,Go Down,4.0,1.0,1.0,331180.0
,7032162.0,0.99,,,,16.0,Dog Eat Dog,4.0,1.0,1.0,215196.0
,12021261.0,0.99,,,,17.0,Let There Be Rock,4.0,1.0,1.0,366654.0
,8776140.0,0.99,,,,18.0,Bad Boy Boogie,4.0,1.0,1.0,267728.0
,10617116.0,0.99,,,,19.0,Problem Child,4.0,1.0,1.0,325041.0
,12066294.0,0.99,,,,20.0,Overdose,4.0,1.0,1.0,369319.0
,8331286.0,0.99,,,,21.0,Hell Ain't A Bad Place To Be,4.0,1.0,1.0,254380.0
,10547154.0,0.99,,,,22.0,Whole Lotta Rosie,4.0,1.0,1.0,323761.0
,9719579.0,0.99,,,,23.0,Walk On Water,5.0,1.0,1.0,295680.0
,10552051.0,0.99,,,,24.0,Love In An Elevator,5.0,1.0,1.0,321828.0
,8675345.0,0.99,,,,25.0,Rag Doll,5.0,1.0,1.0,264698.0
,10144730.0,0.99,,,,26.0,What It Takes,5.0,1.0,1.0,310622.0
,8679940.0,0.99,,,,27.0,Dude (Looks Like A Lady),5.0,1.0,1.0,264855.0
,10869391.0,0.99,,,,28.0,Janie's Got A Gun,5.0,1.0,1.0,330736.0
,10056995.0,0.99,,,,29.0,Cryin',5.0,1.0,1.0,309263.0
,11616195.0,0.99,,,,30.0,Amazing,5.0,1.0,1.0,356519.0
,7877453.0,0.99,,,,31.0,Blind Man,5.0,1.0,1.0,240718.0
,7074167.0,0.99,,,,32.0,Deuces Are Wild,5.0,1.0,1.0,215875.0
,7983270.0,0.99,,,,33.0,The Other Side,5.0,1.0,1.0,244375.0
,10402398.0,0.99,,,,34.0,Crazy,5.0,1.0,1.0,316656.0
,8262039.0,0.99,,,,35.0,Eat The Rich,5.0,1.0,1.0,251036.0
,9989331.0,0.99,,,,36.0,Angel,5.0,1.0,1.0,307617.0
,12374569.0,0.99,,,,37.0,Livin' On The Edge,5.0,1.0,1.0,381231.0
,9375567.0,0.99,,,,38.0,All I Really Want,6.0,1.0,1.0,284891.0
,8196916.0,0.99,,,,39.0,You Oughta Know,6.0,1.0,1.0,249234.0
,6145404.0,0.99,,,,40.0,Perfect,6.0,1.0,1.0,188133.0
,7224246.0,0.99,,,,41.0,Hand In My Pocket,6.0,1.0,1.0,221570.0
,5793082.0,0.99,,,,42.0,Right Through You,6.0,1.0,1.0,176117.0
,9753256.0,0.99,,,,43.0,Forgiven,6.0,1.0,1.0,300355.0
,7824837.0,0.99,,,,44.0,You Learn,6.0,1.0,1.0,239699.0
,8758008.0,0.99,,,,45.0,Head Over Feet,6.0,1.0,1.0,267493.0
,9163588.0,0.99,,,,46.0,Mary Jane,6.0,1.0,1.0,280607.0
,7598866.0,0.99,,,,47.0,Ironic,6.0,1.0,1.0,229825.0
,7604601.0,0.99,,,,48.0,Not The Doctor,6.0,1.0,1.0,227631.0
,9703359.0,0.99,,,,49.0,Wake Up,6.0,1.0,1.0,293485.0
,16008629.0,0.99,,,,50.0,You Oughta Know (Alternate),6.0,1.0,1.0,491885.0
,4925362.0,0.99,,,,51.0,We Die Young,7.0,1.0,1.0,152084.0
,9310272.0,0.99,,,,52.0,Man In The Box,7.0,1.0,1.0,286641.0
,11316328.0,0.99,,,,53.0,Sea Of Sorrow,7.0,1.0,1.0,349831.0
,7847716.0,0.99,,,,54.0,Bleed The Freak,7.0,1.0,1.0,241946.0
,7302550.0,0.99,,,,55.0,I Can't Remember,7.0,1.0,1.0,222955.0
,12575396.0,0.99,,,,56.0,"Love, Hate, Love",7.0,1.0,1.0,387134.0
,8993793.0,0.99,,,,57.0,It Ain't Like That,7.0,1.0,1.0,277577.0
,9216057.0,0.99,,,,58.0,Sunshine,7.0,1.0,1.0,284969.0
,6420530.0,0.99,,,,59.0,Put You Down,7.0,1.0,1.0,196231.0
,11183647.0,0.99,,,,60.0,Confusion,7.0,1.0,1.0,344163.0
,8497788.0,0.99,,,,61.0,I Know Somethin (Bout You),7.0,1.0,1.0,261955.0
,7937731.0,0.99,,,,62.0,Real Thing,7.0,1.0,1.0,243879.0
,5990473.0,0.99,,,,63.0,Desafinado,8.0,1.0,2.0,185338.0
,9348428.0,0.99,,,,64.0,Garota De Ipanema,8.0,1.0,2.0,285048.0
,4535401.0,0.99,,,,65.0,Samba De Uma Nota SÃ³ (One Note Samba),8.0,1.0,2.0,137273.0
,5536496.0,0.99,,,,66.0,Por Causa De VocÃª,8.0,1.0,2.0,169900.0
,8226934.0,0.99,,,,67.0,Ligia,8.0,1.0,2.0,251977.0
,4198774.0,0.99,,,,68.0,Fotografia,8.0,1.0,2.0,129227.0
,8149148.0,0.99,,,,69.0,Dindi (Dindi),8.0,1.0,2.0,253178.0
,4393377.0,0.99,,,,70.0,Se Todos Fossem Iguais A VocÃª (Instrumental),8.0,1.0,2.0,134948.0
,7121735.0,0.99,,,,71.0,Falando De Amor,8.0,1.0,2.0,219663.0
,5574957.0,0.99,,,,72.0,Angela,8.0,1.0,2.0,169508.0
,6687994.0,0.99,,,,73.0,Corcovado (Quiet Nights Of Quiet Stars),8.0,1.0,2.0,205662.0
,4110053.0,0.99,,,,74.0,Outra Vez,8.0,1.0,2.0,126511.0
,12089673.0,0.99,,,,75.0,O Boto (BÃ´to),8.0,1.0,2.0,366837.0
,8719426.0,0.99,,,,76.0,"Canta, Canta Mais",8.0,1.0,2.0,271856.0
,7286305.0,0.99,,,,77.0,Enter Sandman,9.0,1.0,3.0,221701.0
,14375310.0,0.99,,,,78.0,Master Of Puppets,9.0,1.0,3.0,436453.0
,12372536.0,0.99,,,,79.0,Harvester Of Sorrow,9.0,1.0,3.0,374543.0
,10422447.0,0.99,,,,80.0,The Unforgiven,9.0,1.0,3.0,322925.0
,9405526.0,0.99,,,,81.0,Sad But True,9.0,1.0,3.0,288208.0
,10110980.0,0.99,,,,82.0,Creeping Death,9.0,1.0,3.0,308035.0
,12033110.0,0.99,,,,83.0,Wherever I May Roam,9.0,1.0,3.0,369345.0
,11406431.0,0.99,,,,84.0,Welcome Home (Sanitarium),9.0,1.0,3.0,350197.0
,5339931.0,0.99,,,,85.0,Cochise,10.0,1.0,1.0,222380.0
,6672176.0,0.99,,,,86.0,Show Me How to Live,10.0,1.0,1.0,277890.0
,6709793.0,0.99,,,,87.0,Gasoline,10.0,1.0,1.0,279457.0
,5988186.0,0.99,,,,88.0,What You Are,10.0,1.0,1.0,249391.0
,7059624.0,0.99,,,,89.0,Like a Stone,10.0,1.0,1.0,294034.0
,6321091.0,0.99,,,,90.0,Set It Off,10.0,1.0,1.0,263262.0
,8245793.0,0.99,,,,91.0,Shadow on the Sun,10.0,1.0,1.0,343457.0
,8041411.0,0.99,,,,92.0,I am the Highway,10.0,1.0,1.0,334942.0
,4948095.0,0.99,,,,93.0,Exploder,10.0,1.0,1.0,206053.0
,4961887.0,0.99,,,,94.0,Hypnotize,10.0,1.0,1.0,206628.0
,7911634.0,0.99,,,,95.0,Bring'em Back Alive,10.0,1.0,1.0,329534.0
,7289084.0,0.99,,,,96.0,Light My Way,10.0,1.0,1.0,303595.0
,7193162.0,0.99,,,,97.0,Getaway Car,10.0,1.0,1.0,299598.0
,7622615.0,0.99,,,,98.0,The Last Remaining Light,10.0,1.0,1.0,317492.0
,8273592.0,0.99,,,,99.0,Your Time Has Come,11.0,1.0,4.0,255529.0
,9506571.0,0.99,,,,100.0,Out Of Exile,11.0,1.0,4.0,291291.0
,9106160.0,0.99,,,,101.0,Be Yourself,11.0,1.0,4.0,279484.0
,8357387.0,0.99,,,,102.0,Doesn't Remind Me,11.0,1.0,4.0,255869.0
,7609178.0,0.99,,,,103.0,Drown Me Slowly,11.0,1.0,4.0,233691.0
,9006158.0,0.99,,,,104.0,Heaven's Dead,11.0,1.0,4.0,276688.0
,7710800.0,0.99,,,,105.0,The Worm,11.0,1.0,4.0,237714.0
,7542942.0,0.99,,,,106.0,Man Or Animal,11.0,1.0,4.0,233195.0
,8944205.0,0.99,,,,107.0,Yesterday To Tomorrow,11.0,1.0,4.0,273763.0
,9003592.0,0.99,,,,108.0,Dandelion,11.0,1.0,4.0,278125.0
,9731988.0,0.99,,,,109.0,#1 Zero,11.0,1.0,4.0,299102.0
,10029406.0,0.99,,,,110.0,The Curse,11.0,1.0,4.0,309786.0
,2365897.0,0.99,,,,111.0,Money,12.0,1.0,5.0,147591.0
,1707084.0,0.99,,,,112.0,Long Tall Sally,12.0,1.0,5.0,106396.0
,1862126.0,0.99,,,,113.0,Bad Boy,12.0,1.0,5.0,116088.0
